Username,Title,Content,Rating,Date,Sentiment_TextBlob,Sentiment_VADER
Anonymous,Broke Day 1,Bought day 1 broke selling on day 2 Some nice employees but mostly total jerks,1,2022-05-04,0.3,-0.4748
Jason Brooks,Exceptionally poor customer service,Exceptionally poor customer service Its impossible to talk to a human at Tesla as they are always forcing you to email or use the app There is no escalation path or customer service number so no one at the company is accountble,1,2022-04-28,-0.35555555555555557,-0.7997
peter O,Horrible customer support experience,Horrible customer support experience Called the first time the customer support and it was frankly the worst experience I had with Tesla so far I like the car I like the technology BUT be advised that any customer support request will be treated like you are an enemy of the state I have talked to three people from customer support They don t listen they are talking non stop They know everything they are treating you like you are a village idiot Horrible Frankly I am extremely disappointed Btw if they don t like what you are telling them they will hang up on you,1,2022-04-26,-0.6,-0.7147
Daryl Lynn Dela Cruz,Worst customer service,Worst customer service Tesla pretty much monopolized everything insurance mechanic and bodyshop repairs The problem is there is no person or number to contact We got our car and problems right off the bat System was not updating and constant notification that the USB is not working They sent a tech and he said it s the oldest software and it should have been updated However our car couldnt receive updates We had to schedule to bring it in but it took a month We finally brought our can at the Van Nuys location It was there for a week They said they reformatted the computer and it should update now But they DID NOT try to update to make sure it works if it doesnt update just bring it back in Half ass job that took a week They also left me with 18 charge Tesla is nothing but headache I should have gotten the Volvo EV DO NOT BUY INTO THE HYPE Big mistake,1,2022-04-25,0.0062770562770562725,-0.881
Zachary Tuohey,Does not get the range that it says Battery warranties are useless,Purchased the 2014 Tesla Model S 60 It's advertised to get 208 miles That is FAR from accurate The max charge at 100 is 147 miles The ACTUAL miles that I get while driving it is 110 120 miles Their warranty says that it falls under the 8 year 125 000 miles I brought it into Tesla asking them to replace it They said that they would not that the battery is at 94 I showed them photos and video showing the digital and actual miles Still no battery Completely useless warranty STAY AWAY FROM TESLAS,1,2022-04-20,1.850371707708594e-17,-0.6478
Bob Levit,Worst service experience ever,Worst service experience ever Bought a new X Plaid and had it delivered in February of 2022 Still trying to get service to straighten out misaligned body parts dirty seats and a torn faux suede headliner Tesla has rescheduled me several times and the last service appointment time they had no loaner that cost me 400 to rent a car while they serviced my car only to find out they never completed the service four days later I m ready to sell this crappy car and get something that the car company cares and respects their buyers,1,2022-04-18,-0.15795454545454546,-0.8248
bklh,Fab service,Fab service Just wanted to say a huge thanks to Kirk at Tesla Bristol Cribbs I have had my Y a couple weeks and just getting to know it Due to go on a business trip and wanted to sus out the supercharger process Kirk was on his lunch break when I asked him for help but was amazing Took me to the correct chargers showed me how it worked and gave lots of hints any tips A top guy Really grateful Thank you,5,2022-04-18,0.29583333333333334,0.9681
Chris Poulton,My car was recently serviced at the,My car was recently serviced at the Guildford branch Service was amazing The dealership greeted me on arrival and the mechanic came out to explain what they were doing and why it was taking a little longer than they expected Dealership let me use an office so I could carry on working whilst they fixed the broken item Great service really happy,5,2022-04-15,0.20156250000000003,0.8977
Sharon Winder,Too young to buy a Tesla,It seems to be impossible to buy a Tesla if you are under 25 as they will not let you test drive one No other car company has this rule so why do Tesla think they are so special or are they too stingy to pay for proper insurance,1,2022-04-14,-0.06175595238095237,-0.18
Phillip,Customer Service is non existent,I purchased my Tesla Model S in 2015 and before the Pandemic I was putting over 20K miles year on the car It's fun to drive However Tesla as a company to deal with horrible I paid over 100K for my car and received better customer service when I had a 20K Honda In 2019 Tesla pushed out an over the air update which reduced the charge range of my car The equivalent of shrinking my gas tank There was no communication and at first they denied anything if you could contact a human being Well this past week I received my notice of settlement of the Class Action and will receive a whopping 625 Mind you this update caused me extra on road charging time when I was commuting weekly between Northern and Southern California So what next you ask My monitor died the brains of the car The replacement was going to take over a month to receive so I agreed to buy a refurbished monitor which did save me a few hundred dollars A week later I learned there was a recall and my car was eligible for reimbursement I filed the warranty claim for reimbursement over 1 300 and the online screen confirmed eligibility That was 2 years ago I have tried several times to contact someone who can help and have spent close to 10 hours trying to get this resolved I thought I finally found someone at the local location who tried to assist in navigating but they seemed to have also thrown up their hands I guess it'll come down to filing a lawsuit In summary I enjoy driving the car it's comfortable and fun to drive but I don't know if the aggravation in dealing with a company that doesn't understand customer service is worth it,2,2022-04-12,0.056565656565656576,0.9503
Ed,Worst Car Ever,Is any car brands service can be suck as Tesla I don't think so I have a 2019 model X the battery was suddenly dead completely and towed to one of the Tesla dealer since then it took several months to replace the battery Guess what when finally the parts arrived and replaced I noticed they bumped my car and they couldn't even find the car key and no one cares no one takes responsibility I would never recommend this damn car except to the people I really hate,1,2022-04-08,-0.15,-0.9695
Michael Corddry,To Even Call It Service Is A Joke,I received my Plaid in December At time of delivery there were some observed defects not a problem I was told schedule a maintenance visit on the app and it will be taken care of I am now on my third service visit fifth scheduled service yes I scheduled an appointment a month out first available and the day prior to the appointment Tesla canceled the appointment as they didn't have the parts in stock to make the repair yes they had a month to get them At each service Tesla will keep the car for multiple days currently my car has been there five days I've asked for updates and all I have gotten is so sorry the car is still being worked on we will update more tomorrow Service is a joke Electric cars are awesome torque is amazing great to drive Can't wait for a real car company to build one I will never buy a Tesla again,1,2022-04-06,0.2708333333333333,0.9666
alexander kenneth oliver,Lucky escape from dealing with Tesla,The pre sales service I received from Tesla was dreadful After being advised of the delivery date in late March I tried to pay by CHAPS to be informed that they did not know what this meant I asked to be phoned back without success on a number of occasions Every time I phoned I had to wait at least 15 minutes which was infuriating I cannot imagine how bad the after sales service must be if the pre sales service is this bad I feel fortunate that I did not take delivery of the model 3 particularly after reading so many disappointed owners reviews Despite writing to Tesla I have not received a response which is hardly surprising The whole experience seems to be we couldn t care less about our customers,1,2022-04-04,-0.14999999999999997,-0.7989
Derek Poole,I recently had a flat tyre on my Tesla,I recently had a flat tyre on my Tesla caused by a large nail Two reputable tyre distributors said that I had to buy a new tyre from aTesla Service centre as Tesla hold the complete stock of unique Michelin Tesla tyres and furthermore punctures could not be repaired on these tyres because of the foam inserts I contacted Tesla Technical team who advised me that this information is incorrect Tesla Tyre punctures CAN be repaired subject to where the damage has occurred and ALL Michelin tyres can be fitted as long as the tyre size matches,5,2022-04-02,0.10839826839826838,-0.4939
Mahta seiri,The most unreasonable brand I ve ever,The most unreasonable brand I ve ever seen they just take your deposit and go with it even after 2 days if you want to reactivate your order they want you pay another 250 Horrible service,1,2022-03-29,-0.25,-0.5106
Carlos Segura,Think twice when buying used Tesla,I bought my 2013 Model S from its 2nd owner at 98k miles after lots of research reaffirming that maintenance cost was low and reliability was high I actually loved my car drove smoothly and quietly but then I didn t even reached 120k miles on it when the high voltage battery completely died on me I parked one day at work with 80 charge and got out from work to find the battery completely drained to the point of not even starting or being able to put into neutral to push it to a charging stall I left the car plugged in using 3 extension cords for the entire weekend still at my job s parking lot and it didn t take any charge at all and never turned back on again I towed it to the nearest Tesla service center and after over a week they told me the battery had completely died and it needed full replacement to the tune of 23k the car s average value in the best condition possible and long range trim is 26k I asked about warranty coverage and they told me I was out over 100k miles and just at the 8 year mark I asked hypothetically if I had the money for the repair what their warranty would be and they said 50k miles on the battery only The message is DON T BUY USED TESLAS but if you do make sure you re still within the warranty period GET RID OF THE CAR BEFORE THE FACTORY WARRANTY EXPIRES after that all bets are off it may very well become a bottomless money pit DON T EVER BUY A TESLA WITH NEW BATTERY thinking that it s like buying a new car it isn t you re only covered for 50k miles on a fresh battery completely wasteful and senseless It s a great fun and classy car while the warranty lasts service is great and at no cost for warranty covered items no questions asked But once out of warranty you re all on your own They wouldn t even buy it back from me for parts terrible customer service when things went south that leaves much to be desired from such reputable brand,1,2022-03-29,0.178018648018648,0.9664
Andrew Hogg,paid 100 reservation fee in Dec,paid 100 reservation fee in Dec 21 for Model XNo delivery time for the above was ever given to me officially However when i went for a 'test drive' of a Model 3 i was told that the model X may be years away from UK availability and that someone would be in touch regarding potentially changing reservation to Model Y However as i didn't hear anything and was disappointed with test drive and lack of responses in general i decided to purchase an EV from another company The process for cancelling is not transparent on the Tesla account and it suggests that the only way to do this is to call UK customer services on the few occasions i called customer service the wait time was 45 minutes plus Who has time to be on hold for 45 mins After resorting to emails i still did not receive a response Finally i contacted the credit card company and they filed a claim for me After 2 3 weeks I received a response from Tesla with a promise to refund the reservation fee but they said that this could take up to 45 days Absolutely shocking I responded that this was NOT acceptable and now they have promised a refund in 14 days to original credit card I don't know if US customers have the same issues but to me it seems like Tesla have a very arrogant attitude as if it is the ONLY choice in EV Its not and it wont be for me,1,2022-03-27,-0.11041666666666666,0.0072
Graham Gardner,Been waiting over 4 months now for my,Been waiting over 4 months now for my 4 000 deposit to be refunded Every time they say it's been actioned and will take 10 days to clear but it never does Off to small claims court we go,1,2022-03-26,-0.07500000000000001,0.2023
Isaac Karami,TESLA Buyers BE AWARE,TESLA Buyers BE AWAREI am appalled for the treatment I received from TESLA Facts I reserved a TESLA model Y just before the official COVID pandemic announcements in March 2020 I did not take delivery after 2 3 months of waiting since I had to move from CA to Missouri for a job transfer My reservation contract DID NOT have a deadline for the reservation TESLA prices went down to 49 990 00 from 54000 and that's what I had on my TESLA account ONLINE There was still no deadline for delivery We did not need a 3rd car since my children were having ONLINE Education I was working 100 virtual We decided to wait a bit longer and adjust our new life in MO establishing job residency and schooling etc I was offered a delivery 2 times between March 2020 and Nov 2021 but I told TESLA I would not take delivery till June 2022 since my daughter would start driving by that time There were no objections In Nov 2021 I was given 1 week to take delivery in first week of Dec 2021 otherwise they would cancel my reservation altogether Finally after my email to them stating the facts they changed my final chance for a delivery for April 2022 I did not take a snapshot of my account with April delivery date and still with 49 990 price tag I go online in early March 2022 to put down payment and finance the rest of the amount I come to find that they HAD CANCELLED my order I reach to customer support and there is no give They want me to put in another order with the current pricing which is 63 000 00 TESLA breached the contract I am trying to stay positive and take this as a blessing in disguise In short TESLA never suggested a deadline gave me little time for a final chance for a delivery I had it IN WRITING that I'd take the delivery in April 2022 and that's when they cancel and try to make nearly 13 000 more from our original contract by having me start a new reservation and not honoring our original contract SHAME on you TESLA Please make sure you know what you get yourself into READ your contract thoroughly and before you sign Take your time,1,2022-03-23,0.07006944444444443,0.0131
Jacqueline Heta Nielsen,There are excellent in lies and bad costume care in malmö sweden,There are excellent in being When you book a service you have to wait 7 weeks and just 1 week before the service then Tesla Malmö Changeed the appointment so I have to wait 8 weeks again What a bad company My car was a super mistake i truly regret selling my porsche cayenne gts for this Never have i experience so bad costume care from a company So my advice is to stay away from Tesla Buy any other electric car it can't noway be as bad as it is with Tesla,1,2022-03-21,-0.14861111111111103,-0.4074
Sandro LaRocca,I am on my own here,There is no one to speak to You are directed to the Tesla App and there is no option to make an appointment at the local service center I already know my problem will not get resolved with a mobile service visit I do appreciate the car itself and I am awaiting delivery of my new tesla I have some questions about the new vehicle and again I cannot get in touch with anybody nor get answers from the service center This is even after calling the 888 number on the website This is one of the worst service experiences I've ever had,1,2022-03-19,-0.15454545454545454,-0.828
Howard Winik,Great cars terrible customer service,As impressed as I was with my new Model 3 the firm s customer support is woeful Parts supply is terrible even for basic items and you simply cannot escalate a complaint to a senior executive Correspondence just gets sent back to the central customer services team and you get the same answers No one seems to really care or is prepared to go that extra mile The approach seems to be that everyone is in the same boat so there s nothing they can or will do to help an individual These are premium cars but the after sales service is anything but In January of this year my car was damaged by someone else in a car park I need a replacement nearside front wing something that should be available pretty well on demand It is now the second half of March and I am still waiting It s truly a disgrace A car that cannot be repaired promptly after a minor car park impact is arguably I think unfit for purpose Tesla please get your act together or your loyal fan base of which I was once a member will quickly evaporate PS I have updated this review and re rated Tesla Despite all their assurances I have heard nothing further from them regarding the wing needed to repair my car This is a company that just doesn t care UK Customer Services are rude and unsympathetic and it is impossible to even get an acknowledgement from a senior manager Whatever challenges there may be regarding their parts supply chain their lousy communication and offhand attitude is unforgivable I can honestly say that Tesla is the worst company I have ever dealt with in almost a 50 years of motoring They should be truly ashamed of themselves,1,2022-05-05,-0.0617965367965368,0.5001
Katrina Kinch,Tesla customer service is dreadful,Tesla customer service is dreadful You cannot get to talk to anyone just one central line and you re on hold forever Even the emergency option Rude staff that know nothing about Tesla s liars and jobsworths They can t get anything basic right and they have no answers to questions Steer clear Update my Tesla has been with them since 11th March impossible to chase as no contact had an update after weeks saying still trying to diagnose then 1 message saying waiting for a battery car is a year old and this will be the third one Loaner car they gave me model S has accelerated 3 times whilst brakes were applied No one to contact as the customer service is dreadful and there s no direct numbers AVOID TESLACollected car after they had it nearly 8 weeks to diagnose and fit new battery Put windscreen wipers on and one flew off there s a loud buzzing noise coming from under the car So again spend the afternoon trying to contact them next appointment 19th May can t speak to anyone as it s all done anonymously When I was collecting yesterday another came in that had died and the bloke said it s Tesla s all say long they re picking up Once they die it s so difficult to even recover them onto a recover vehicle,1,2022-05-04,-0.13025493025493023,-0.9837
Bumpkin,Still the best UK EV at this time however,Still the best UK EV at this time in terms of performance range and supercharging zero range anxiety However their customer service levels have plummeted Repeatedly cut off whilst waiting to speak to customer services Call back option does not work they don't call you back emails do not get answered Plus now being advised that my delivery date has gone back by three months for my replacement Tesla Sort it out Elon,2,2022-03-16,0.25,0.34
Troy Adrian,I don t have a Tesla can t afford a new,I don t have a Tesla can t afford a new car I will say this tho After doing a lot of research I stand with Tesla an Elon over Biden Chevy Ford an all the sale outs That have there hidden agendas That try to monopolize I respect the fact that Elon built a empire an has built manufacturing in America I support Elon musk as far as that An at least his eyes are open to see the corruption with Bill gates Biden Chevy Ford bill gates esc Esc It s obvious that Biden is all about the investors of these corporations An the elite of the worlds plans To force going green no matter if poor can afford it An the fact we re at no position to go green An need oil an chooses to close are own pipe line down Could left open for another five ten years till we are all able to go green Again they don t care An have there own agenda of the one world order with control to push the third world nations further back I can go on an on An if you don t like this review who cares looser Ha suck it chump An I will say this as well If you think I am a huge Elon supporter I m not but at least he see s what I see about Biden an others I will say this tho As Jesus says it s easier for a camel to go threw a eye of a needle than a rich man make it into heaven Why tho would you not support a company that makes jobs in America Instead of supporting corporations that do not an build there vehicles out of America An charge a huge amount of money for them Just to build them the cheapest way they can Why support company s that take away from are economy Instead of a company that helps support Americans If you wanna give me a Tesla truck Tesla I d be happy to drive it lol,5,2022-03-15,0.11256079311634869,0.9925
norman weiss,Another tale of terrible Tesla customer service,I ordered a Tesla about six months ago I logged into my manage account section on Tesla and I saw that my delivery was moved out two months Unfortunately the new later date did not work for me I canceled the order and wrote that I wanted my deposit back When I purchased the car I entered into a contract with Tesla Delivery date is part of the contract They totally ignored my request for a refund and also I had requested a return label to return the charger Trying to contact them is a maddening experience I finally found a phone number for them Three days ago I called I did not wish to wait for a rep so I requested a callback Three days later no callback and no email I guess I made the mistake when they said reason for the call and I indicated cancellation Horrendous customer service I will never get a Tesla knowing how poorly they treat their customers,1,2022-03-14,-0.09545454545454546,-0.9437
Carl Elsby,So far short of expected standards,I'm 53 My first car was a Mark 2 Ford Escort An old banger but I never had a situation where I couldn't get in the car or if I did couldn't start it With the Tesla Model S I've had several such situations I've had this car for 6 years and during that time it has caused me a great deal of anguish heartache road rage and sheer inconvenience Right now the car has stopped recognising the key so the only way I can get in the car is by using my phone which only works sometimes Customer service have basically not given a monkeys Just use the app to book a service appointment they say which usually books you in around 3 weeks time Sadly this is not a one off I've had various problems over all the 6 years I've had the car The passenger door won't open from the outside The window would open randomly in the middle of the night Rear door would just randomly open Not to mention really inconsistent auto pilot performance The radio turns off intermittently when I use the rear demister I can't imagine any of these things happening with a Merc BMW Audi The car is fast though that is true The other major thing is that the car is ergonomically diabolical I have had hip injuries as a direct result of the awful seat position and lack of support stability in the seats This is the main reason I am changing marques asap Despite the speed of the car I have to give a 1 star review because it is so far short of basic standards that I would expect from a car of this price,1,2022-03-13,0.007996031746031739,-0.9528
Nathan Wilde,SCAM,The Tesla Model 3 has great motors it's super quick The stereo is amazing too Otherwise the car is a lie 370 miles of range In the real world it gets about 150 This is worse than any Dieselgate scandal The indicators are awfulThe auto wipers don't workThe reversing cameras and sensors are laggy and unreliableThe touchscreen is an absolute mess to use while driving it's actually dangerous The Autopilot slams the breaks on for no reason The early forward collision warnings go off randomly for no reason The car has no connectivity all the time despite me being in the middle of UK in an urban area It's basically just a very fast car like a Lotus or something that has no additional comforts because the additional comforts except the audio are all pretty much unusable Despite people saying they buy the car for the tech it has less tech than my old BMW's had no heads up no ambient lighting etc etc etc EDIT I have now lowered my review from 3 starts to 1 star Car broke down in June I have had nothing but trouble trying to get it fixed under warranty I have booked in for 7 service visits now every time the car goes in they do not fix the issue but create more They constantly cancel the appointment at the last second The are impossible to deal with over the app they are completely faceless no one you can speak or complain to DO NOT trust this company,1,2024-11-14,0.04491769547325104,-0.929
Guest,Save yourself hassle and don t buy Tesla,Please don t buy this brand I spent 115k and been stranded multiple times Customer service is shocking they just want to rip you off with everything they can I got locked out in the basement and the key doesn t work they won t do anything and to issue a new key they have to connect to the car It s a burden not convenience this Car,1,2022-03-05,-0.1606060606060606,0.1779
Charles,Terrible customer service in France,Terrible customer service in France Failed to find the problem with the car and instead decided to blame the electricity company,1,2022-02-28,-0.75,-0.8885
George s Playhouse,Please please steer clear of Tesla,First time Tesla Owner here and first time I have written any review in years I feel that strongly about how bad Tesla's company service is so if anyone reading this is thinking of buying a Tesla I recommend staying away I will try to keep this short I moved from BMW to Tesla after many hassle free years at BMW but it felt like Tesla was the go top place for EV's so I switched over Firstly my brand new car turned up with scrapes all over it and filthy Then I go to charge my phone and find out that they have sent the car without front USB ports or charging pads So I complain to Tesla and it is like dealing with robots at their customer services there is no humility whatsoever Car had to go back in to have the scrapes repaired and basically a 3 month wait for USB's to be installed All I got from Tesla was a copy of T's and C's effectively saying tough luck we do not care that you have damage to your new vehicle and we will hopefully get the charge ports in in a few months So an incomplete and damaged car owned for months and taking my time to get the car back to them for repairs which naturally costs me money and inconvenience As above all I got was a load of T's and C's and an offer of a 45 Tesla gift card insulting I then refused the gift card and asked for Tesla to make an equivalent donation of 45 to charity Guess what the robots at Tesla Customer Service cannot even do this as it is not company policy Disgusting it is all about profits As you own the car you will then find that the vehicle that you have delivered could be totally different to your next door neighbours My car is marketed as having games to play with a controller and Elon Musk tweets to say that every Tesla owner is getting Sonic The Hedgehog This is not the case because my car has not got data carrying USB sockets so I cannot use a controller You then read about different computer chips and radar systems etc The long and short of this is Tesla have absolute no customer service when things go wrong and will not even make a payment to charity in lieu of a voucher which tells me exactly the company that they are Avoid avoid avoid,1,2022-02-23,-0.0010942760942760884,0.543
PK Ahuja,Tesla has very poor car ordering system,I reserved a Tesla Y reservation number RN115577770 on August 29th 2021 for a lease My insider sales Adviser was Ryan McClain very helpful sales person My Tesla was supposed to be delivered in November 2021 then it was delayed to December and then to January 9th 2022 The delivery was postponed due to some unknown reasons to February 20th 2022 Then it was delayed to March 19th 2022 and now it is delayed to April 24th 2022 When I reserved my Tesla Y I also ordered a BMW X5 from Peter Pan BMW dealership I was given a VIN number I tracked it through production process It was supped to be derived in the last week of December 2021 It was ready to be picked up on schedule on December 31st 2021 I picked it up on January 2nd 2022 Excellent service Manufacturing of a car is supposed to take weeks not months I understand when the demand is higher than the production it takes time to get it some time months The delivery can be predicted by sequence of manufacturing There can be delay of few days or weeks but not months Tesla is the top technology car manufacturer in the world They are supposed have a state of the art tracking system My expectations from Tesla were very high I fail to understand what went wrong here I am very much puzzled If I had know that Tesla is irresponsible and delivery is so unpredictable I would have gone with some other EV Now I have spent waiting for my Tesla Y for more 6 months I am stuck with it,1,2022-02-22,0.06849122807017545,-0.9443
Steven Jones,Great car horrendous customer service,Love my model 3 had it 3 weeks now Had issue with Tesla wall charger fitted by one of their approved electricians Emailed dedicated expert team and was told had to have electrician on site to then call the dedicated phone line for expert advice as to issue over the phone Good luck to anyone ever getting through to them First attempt 40 min on phone then their centre closes so cuts you off2 nd attempt week later 1 hour on phone again ran out of time as closes at 16 30 No way of getting this sorted with out paying an electrician to sit by the phone waiting goodness knows how long to get through to a human voice,1,2022-02-21,0.2333333333333333,0.9504
August,Terrible customer service,Terrible customer service We were stranded after my phone and cards were stolen I phoned Tesla Roadside team based in Netherlands who were nether willing nor able to help While there was a simple fix I found out later to the problem which would have allowed us to use the car but Tesla team did not advice us of this and let us suffer in sub zero temperature They offered to toe the car at a cost of 1500 to me while they could have told me how to start the car using the app It cost me over 1000 to recover and hours of delay After writing multiple times to Tesla they have recognised their failing in this matter but reluctant to provided any explanation Not a brand you can trust,1,2022-02-21,-0.041666666666666664,-0.9401
Steve Thomas,Given a delivery date without an option,Given a delivery date without an option to change tried contacting customer service what a joke to change waiting hours to get hold of someone on the phone without any luck So tesla go ahead and deliver but I will not home I guess this is an indicator of their after service care and reading the reviews I think I'm right lets see what luck I have cancelling,1,2022-02-21,0.2857142857142857,0.7882
Dees,Appealingly bad,Appealingly bad Bristol service team told me will call back multiple times no calls to arrange a replacement vehicle Pretty sure Tesla will fail one day due to customer service product can only drive you so far Mr Musk replaces your head of customer service replace him with someone more capable please,1,2022-02-16,0.02045454545454547,0.1953
Pete,tesla cars 9 10,tesla cars 9 10tesla customer support 5 10,3,2022-02-15,0.0,0.4019
Sajid Ramzan,Standard poor Tesla Service,Standard poor Tesla Service Apart from Brooklands the rest of the services are pathetic Once you have bought the car they couldn't care less My car was booked in for a recall and i took it in and was told it was be done within a few hours Car was dropped off at 8am As i needed the car for the following day i thought plenty of time After waiting i texted as you can't get in touch with the robots at Tesla They said we will try and get it back today but maybe tomorrow and you can pick up As if i can just pop there when it suits them Then i get a text saying if you want it tomorrow then you will have to rebook If it wasn't for the cars this companies service track record is so so so poor Problem is its a whole bunch of 20 30 year old who just don't care less Please Elon take a look at the service centres as they give this company a bad reputation,1,2022-02-15,-0.22777777777777775,-0.9797
Colin,Worst service I have ever experienced,Worst service I have ever experienced in my entire life Model 3 is a great car but I am bringing it for service for the 4th time for the exact same problem And it really appears that Tesla does not care,1,2022-02-13,0.15,-0.7901
Justino,Tesla Park Royal service centre,This is so distressing it seems that tesla customer service is terrible everywhere I thought it was just London Park Royal that was awful They have smashed my Model S while in service They will not give me any information as to how this has happened or when it will be fixed It is impossible to talk to anyone that can give me the information that I need Have requested a call back from the manager and received nothing I feel like they are covering up something because they are being so evasive,1,2022-02-11,-0.5133333333333333,-0.8934
Darren Aley,Waiting hours to get hold of someone on,Waiting hours to get hold of someone on the phone not a good experience and haven't received my car yet,1,2022-02-10,-0.35,-0.3412
Karla Davis,My Tesla home charger stopped charging,My Tesla home charger stopped charging my car so I took my car to the Tesla Service center I was told the problem could not be reproduced so the issue must be my charger and I would need to contact the charger department to schedule service I have written 10 emails and submitted 15 online service requests with zero response It has now been 3 full days that I have not been able to charge my car Both my car and charger are under warranty,1,2022-02-10,0.25,-0.5574
Michael,Terrible Service Turnaround 6 days and counting,I am an early adopter of Model S and have been shocked and disappointed at the decline in Tesla's service posture Latest fiasco is that I brought the car in for the LTE upgrade and some recall items on a scheduled visit Their target for turnaround is 24 hours seemed long to begin with vs other auto service Today is day 6 without the car Fortunately I got a loaner which I will keep until they complete this service although they wanted it back and offered me Uber credits Detroit could NEVER get away with this lack of responsiveness turnaround What happened Volume and lack of proper planning staffing As predicted by a friend from GM Institute who warned me not to buy Tesla,1,2022-02-08,-0.05250000000000001,-0.8286
Lisa Bell,I had great experiences up until now,I had great experiences up until now My connectivity is not working my premium package I pay for has not worked for 3 months my GPS is not working some cameras are not working and they've cancelled my appt 5 times requesting more info,1,2022-02-04,0.65,0.4019
Faye Turnheim,my car needed to be repaired the parts,my car needed to be repaired the parts were on backorder they refused to give me a loaner or suspend lease payments the reps working couldnt explain the logic just said this is the bestgreat concept of a car terrible execution as a company,1,2022-02-04,-1.0,-0.765
Palkia,space x is a very non pp shaped rocket,space x is a very non pp shaped rocket unlike amazzzzons rocket it is pp but it COMES early with prime I can NOT wait for the upcoming wwe fight againist JEFF BEZOS AND ELON MUSKET,5,2022-02-03,0.15000000000000002,-0.5267
Ákos Nitsch,No FSD even though I paid for it 4 years ago,I bought Tesla model S 90D MCU1 with FSD 4 years ago 4 years later I still didnt get FSD not even the Beta version I don't get any software update since 2020 I was an ex Tesla fan but I am deeply disappointed in Tesla and especially in Elon Musk Too much promises and very less realized I would not buy Tesla again now,1,2022-01-27,-0.15333333333333335,-0.138
Vicky,Shocking after sales service,Waited over 3 hours to be seen at Tesla Stockport only to be told the booking system was confusing Then told had to keep car in overnight Problem not fixed and when I collected the car which I had valeted 3 days earlier it was covered in bird filth Absolutely outrageous service and Tesla basically don t care once you have purchased the car Please invest in after sales service Tesla,1,2022-01-27,-0.27,-0.3384
align Dr Ali Al bahrani,The worse experience i had,The worse experience i had the people lack experience very poor appointments system it rubbish following that experience i decided to sale my tesla i will never buy it again nor recommend to anyone,1,2022-01-24,-0.3066666666666667,-0.8721
Jade Hayat,Worst customer service EVER,I had the worst experience with a customer service EVER when I came to lease a Tesla First we came to the store to ask if we could lease a Tesla with a French driver licence they say yes no problem they even send us the step to enter the French driver licence for the reservation we decide to go for an existing model online pay the 250 reservation fee and after verification we book an appointment to pick up the car The day before the pick up they call us telling that We can t pick up the car with a French driver licence except if we want to buy it or pay cash we are really not happy about this answer because we came to ask so we insist but there is nothing to do so we ask about the 250 and here is the worst I m sorry but even if we said that you can lease it with a French driver license and We made a mistake the 250 fee are not refundable we insist a lot and she says I m sorry I can t do anything else We go to the store to explain what is happening and they tell us ok we understand the problem a manager is going to call you back never got a call We go back to the store 2 days later and 4 days later same story manager supposed to call back and never do In the meantime we go to the DMV and my husband gets his driver licence we put it on the Tesla website and miracle the car is still available we book an appointment to pick it up to days later but there is a problem on the website we can t book the insurance because my husband was remove from the file even if we Were co leasing the car and we got it depending on both our pays We go back to the store and they tell us sorry you need to to it again from the start and it could take several days to be approve you should postpone your appointment to pick up the car we insist and insist again and finally a manager come and help us and say that there was a mistake because it s impossible that he is not on the file if it s a co lease he solve the problem in a few hours and then we are able to go to the shop where we are supposed to pick it up 1 hour from home on time for the appointment when we arrive for the appointment they tell us we are sorry but there was a problem when you book it and We don t have your appointment here so your car is not ready come back in 3hours to pick it up so we explain that we just did a 1 hour trip to pick it up and we are not going to go back home now and we wan t the car after several minutes she tell us that the car will be ready in 30 minutes it was ready 1 hour later and that s how we finally got our Tesla no commercial gesture for the worst customer service ever but we didn t expect anything else,1,2022-01-24,-0.11885964912280701,-0.9764
Cj,Very poor customer service,Very poor customer service and I they only care about pumping out car after car for increased shareholder profit,1,2022-01-23,-0.26,0.5868
STEPHANIE FAN,Don t trust Tesla a subpar product,I recently purchased a Tesla model 3 long range Waiting was 7 weeks It arrived Dec 2021 and then failed miserably around 6th week after the delivery It had only 1800 miles on it The diagnose was rear drive component failure with is like an engine failed in traditional car Tesla service station replaced it under warranty they better But the price for the replacement was over 15 000 if I had to pay out of pocket So it was a major problem Where is quality control Has anyone heard of a brand new car with regular engine fail within 2000 miles these days Well Tesla has done it Unimaginable failure I asked Tesla to give me a new car was told the new parts were put in so it is as a new one Sounds like a used car dealer Service was slow and after they were done they didn t even clean it for you My car which I drove for only 6 weeks before it went in was just washed and inside was clean it came back filthy with dirty floor The whole experience with Tesla car and service have been such a disappointment if I can give a negative star I definitely will,1,2022-01-22,-0.12903605015673983,-0.9545
